"datetime","date","account_type","category","type","asset_class","name","symbol","shares","price","amount","fee","tax","currency","original_amount","original_currency","fx_rate","description","transaction_id","counterparty_name","counterparty_iban","payment_reference","mcc_code"
"2026-07-02T09:03:34.511Z","2026-07-02","DEFAULT","TRADING","BUY","FUND","MSCI Emerging Markets EUR (Acc)","LU1681045370","15.7026950000","7.6420000000","-120.00","","","EUR","","","","Savings plan execution LU1681045370 Amundi Index Solutions - Amundi MSCI Emerging Markets Swap UCITS ETF EUR Acc, quantity: 15.702695","9ddd88a1-37c1-4f87-9c62-9872a253f6ec","","","",""
"2026-07-02T09:23:19.046Z","2026-07-02","PEA","TRADING","BUY","FUND","MSCI France EUR (Acc)","IE00BP3QZJ36","2.0000000000","66.1900000000","-132.38","","","EUR","","","","Savings plan execution IE00BP3QZJ36 iShares IV plc - iShares MSCI France UCITS ETF EUR (Acc), quantity: 2","20cc4997-e355-4bc1-814a-81431d03c334","","","",""
"2026-07-02T10:09:39.156Z","2026-07-02","PEA","TRADING","BUY","FUND","MSCI Europe Information Tech EUR (Acc)","IE00BMW42413","8.0000000000","12.0920000000","-96.74","","","EUR","","","","Savings plan execution IE00BMW42413 iShares VI plc - iShares MSCI Europe Information Technology Sector UCITS ETF EUR (Acc), quantity: 8","d81cc0f6-1aac-4719-899b-8ab149995b4c","","","",""
"2026-07-02T10:15:20.377Z","2026-07-02","PEA","TRADING","BUY","FUND","Easy Bloomberg Europe Defense EUR (Acc)","LU3047998896","8.0000000000","11.2760000000","-90.21","","","EUR","","","","Savings plan execution LU3047998896 BNP PARIBAS EASY - Bloomberg Europe Defense UCITS ETF CAPITALISATION, quantity: 8","7378f8bc-95b7-4ae5-90fa-ce486e0dec0b","","","",""
"2026-07-02T14:52:26.907Z","2026-07-02","DEFAULT","TRADING","BUY","FUND","S&P 500 EUR (Acc)","FR0011550185","0.6001680000","33.3240000000","-20.00","","","EUR","","","","Savings plan execution FR0011550185 BNP PARIBAS EASY FR - BNP PARIBAS EASY S&P 500 UCITS ETF EUR C CAPITALISATION, quantity: 0.600168","a90282e6-c522-43eb-87a7-e710016c1533","","","",""
"2026-07-02T15:03:40.687Z","2026-07-02","DEFAULT","TRADING","BUY","STOCK","NVIDIA","US67066G1040","0.0574770000","173.9800000000","-10.00","","","EUR","","","","Savings plan execution US67066G1040 NVIDIA CORP.      DL-,001, quantity: 0.057477","91a2bb3b-da21-4979-99eb-e64ad533c25b","","","",""
"2026-07-02T15:06:27.652Z","2026-07-02","DEFAULT","TRADING","BUY","STOCK","NVIDIA","US67066G1040","0.0006320000","173.7800000000","-0.11","","","EUR","","","","Savings plan execution US67066G1040 NVIDIA CORP.      DL-,001, quantity: 0.000632","fe5d037e-1f3b-47fe-ac79-72bad81a645c","","","",""
"2026-07-13T14:00:03.541Z","2026-07-13","DEFAULT","TRADING","BUY","PRIVATE_FUND","Private Equity","LU3170240538","0.0463760000","107.8152000000","","","","EUR","","","","BUY LU3170240538","26b104c8-19fe-4a0d-ace5-6cd0a81cc83a","","","",""
"2026-08-03T08:13:25.637080Z","2026-08-03","DEFAULT","CASH","PRIVATE_MARKET_BUY","PRIVATE_FUND","Private Equity","LU3170240538","","","-15.000000","","","EUR","","","","Private Markets pre-payment for buy order: 8b05b027-c1b8-47f9-8df4-e79f1acb9dab","019fc6af-4f05-791f-9342-ca57233b9dcf","","","",""
"2026-08-03T08:22:17.961380Z","2026-08-03","DEFAULT","CASH","PRIVATE_MARKET_BUY","PRIVATE_FUND","Private Equity","LU3176111881","","","-15.000000","","","EUR","","","","Private Markets pre-payment for buy order: a4f61202-5f9d-4bd8-adf6-378c0f885a5f","019fc6b7-6e69-7aa7-983c-02f866c11f76","","","",""
"2026-08-03T08:41:17.210Z","2026-08-03","PEA","TRADING","BUY","FUND","MSCI World Swap PEA EUR (Acc)","IE0002XZSHO1","167.0000000000","6.8739000000","-1147.94","","","EUR","","","","Savings plan execution IE0002XZSHO1 iShares VI plc - iShares MSCI World Swap PEA UCITS ETF EUR (Acc), quantity: 167","77220846-36b2-4d7a-923b-689b6b518d5c","","","",""
"2026-08-03T09:00:13.602Z","2026-08-03","DEFAULT","TRADING","BUY","FUND","MSCI Emerging Markets EUR (Acc)","LU1681045370","16.2434340000","7.3876000000","-120.00","","","EUR","","","","Savings plan execution LU1681045370 Amundi Index Solutions - Amundi MSCI Emerging Markets Swap UCITS ETF EUR Acc, quantity: 16.243434","455024be-28dc-4681-95b4-dc8c8453f263","","","",""
"2026-08-03T09:16:59.628Z","2026-08-03","PEA","TRADING","BUY","FUND","MSCI France EUR (Acc)","IE00BP3QZJ36","2.0000000000","68.0200000000","-136.04","","","EUR","","","","Savings plan execution IE00BP3QZJ36 iShares IV plc - iShares MSCI France UCITS ETF EUR (Acc), quantity: 2","b7bbc313-cca1-44d0-bd88-096835fa56dd","","","",""
"2026-08-03T09:50:14.974Z","2026-08-03","PEA","TRADING","BUY","FUND","MSCI Europe Information Tech EUR (Acc)","IE00BMW42413","8.0000000000","11.2060000000","-89.65","","","EUR","","","","Savings plan execution IE00BMW42413 iShares VI plc - iShares MSCI Europe Information Technology Sector UCITS ETF EUR (Acc), quantity: 8","76455ca5-867d-4d40-bcbe-88ceebabbc66","","","",""
"2026-08-03T10:04:24.754Z","2026-08-03","PEA","TRADING","BUY","FUND","Easy Bloomberg Europe Defense EUR (Acc)","LU3047998896","8.0000000000","11.8020000000","-94.42","","","EUR","","","","Savings plan execution LU3047998896 BNP PARIBAS EASY - Bloomberg Europe Defense UCITS ETF CAPITALISATION, quantity: 8","610bf159-0694-4224-84ab-4bbfe335de38","","","",""
"2026-08-03T15:21:37.288Z","2026-08-03","DEFAULT","TRADING","BUY","FUND","S&P 500 EUR (Acc)","FR0011550185","0.6015580000","33.2470000000","-20.00","","","EUR","","","","Savings plan execution FR0011550185 BNP PARIBAS EASY FR - BNP PARIBAS EASY S&P 500 UCITS ETF EUR C CAPITALISATION, quantity: 0.601558","3e78632a-a2f8-48cd-8c09-7c566c2867ba","","","",""
"2026-08-03T15:57:42.897Z","2026-08-03","DEFAULT","TRADING","BUY","STOCK","NVIDIA","US67066G1040","0.0561480000","178.1000000000","-10.00","","","EUR","","","","Savings plan execution US67066G1040 NVIDIA CORP.      DL-,001, quantity: 0.056148","788a13a1-3403-4ff9-8d37-ff733b146d60","","","",""
"2026-08-03T15:58:32.371Z","2026-08-03","DEFAULT","TRADING","BUY","STOCK","NVIDIA","US67066G1040","0.0025820000","178.1000000000","-0.46","","","EUR","","","","Savings plan execution US67066G1040 NVIDIA CORP.      DL-,001, quantity: 0.002582","1bbf4d74-30b6-4e3d-af81-91365db59382","","","",""
"2026-08-04T15:58:51.456Z","2026-08-04","DEFAULT","TRADING","BUY","PRIVATE_FUND","Private Equity","LU3176111881","0.0451940000","110.6333000000","","","","EUR","","","","BUY LU3176111881","a7e36316-061a-4aa3-9424-25af57a7b81a","","","",""
"2026-08-11T15:00:32.190Z","2026-08-11","DEFAULT","TRADING","BUY","PRIVATE_FUND","Private Equity","LU3170240538","0.0452530000","110.4887000000","","","","EUR","","","","BUY LU3170240538","f07aa8c2-34d4-4590-9bc6-abd8cb1fa2ae","","","",""
"2026-09-02T08:14:32.231428Z","2026-09-02","DEFAULT","CASH","PRIVATE_MARKET_BUY","PRIVATE_FUND","Private Equity","LU3170240538","","","-15.000000","","","EUR","","","","Private Markets pre-payment for buy order: 1f36b64c-0850-4472-8e9c-7c4587769226","01a0612f-1b27-7a21-b713-c22ad5e99cb7","","","",""
"2026-09-02T08:22:43.959967Z","2026-09-02","DEFAULT","CASH","PRIVATE_MARKET_BUY","PRIVATE_FUND","Private Equity","LU3176111881","","","-15.000000","","","EUR","","","","Private Markets pre-payment for buy order: 69cdfbdf-8cb2-4ede-8b31-56b9fcebe238","01a06136-9bf7-72f0-973a-0b3690505648","","","",""
"2026-09-02T08:34:53.863Z","2026-09-02","PEA","TRADING","BUY","FUND","MSCI World Swap PEA EUR (Acc)","IE0002XZSHO1","166.0000000000","6.9194000000","-1148.62","","","EUR","","","","Savings plan execution IE0002XZSHO1 iShares VI plc - iShares MSCI World Swap PEA UCITS ETF EUR (Acc), quantity: 166","46f05dfa-7af9-41bc-bd77-3a2650873628","","","",""
"2026-09-02T08:49:20.220Z","2026-09-02","DEFAULT","TRADING","BUY","FUND","MSCI Emerging Markets EUR (Acc)","LU1681045370","15.7249180000","7.6312000000","-120.00","","","EUR","","","","Savings plan execution LU1681045370 Amundi Index Solutions - Amundi MSCI Emerging Markets Swap UCITS ETF EUR Acc, quantity: 15.724918","a18a34df-bda1-4f7d-8134-cbdb905ada75","","","",""
"2026-09-02T09:14:20.268Z","2026-09-02","PEA","TRADING","BUY","FUND","MSCI France EUR (Acc)","IE00BP3QZJ36","2.0000000000","65.2600000000","-130.52","","","EUR","","","","Savings plan execution IE00BP3QZJ36 iShares IV plc - iShares MSCI France UCITS ETF EUR (Acc), quantity: 2","3e8cfc80-2f68-4f8d-bbb0-e29006d2d70c","","","",""
"2026-09-02T09:50:23.770Z","2026-09-02","PEA","TRADING","BUY","FUND","MSCI Europe Information Tech EUR (Acc)","IE00BMW42413","8.0000000000","11.3180000000","-90.54","","","EUR","","","","Savings plan execution IE00BMW42413 iShares VI plc - iShares MSCI Europe Information Technology Sector UCITS ETF EUR (Acc), quantity: 8","b8390c19-314d-4b27-a5ff-65a6cedd9bd9","","","",""
"2026-09-02T10:05:02.321Z","2026-09-02","PEA","TRADING","BUY","FUND","Easy Bloomberg Europe Defense EUR (Acc)","LU3047998896","8.0000000000","11.1840000000","-89.47","","","EUR","","","","Savings plan execution LU3047998896 BNP PARIBAS EASY - Bloomberg Europe Defense UCITS ETF CAPITALISATION, quantity: 8","259756b3-bbab-425d-aa0e-be4144e53c0b","","","",""
"2026-09-02T14:57:40.512Z","2026-09-02","DEFAULT","TRADING","BUY","STOCK","NVIDIA","US67066G1040","0.0521430000","191.7800000000","-10.00","","","EUR","","","","Savings plan execution US67066G1040 NVIDIA CORP.      DL-,001, quantity: 0.052143","3b1ede30-03cd-4d2f-b128-3dcaf4638e66","","","",""
"2026-09-02T15:01:02.066Z","2026-09-02","DEFAULT","TRADING","BUY","STOCK","NVIDIA","US67066G1040","0.0019810000","191.8000000000","-0.38","","","EUR","","","","Savings plan execution US67066G1040 NVIDIA CORP.      DL-,001, quantity: 0.001981","4b542b85-f051-419c-8ec6-a7da87abbb3f","","","",""
"2026-09-02T15:02:58.118Z","2026-09-02","DEFAULT","TRADING","BUY","FUND","S&P 500 EUR (Acc)","FR0011550185","0.5978170000","33.4550000000","-20.00","","","EUR","","","","Savings plan execution FR0011550185 BNP PARIBAS EASY FR - BNP PARIBAS EASY S&P 500 UCITS ETF EUR C CAPITALISATION, quantity: 0.597817","0ba3ddd3-ebe1-4cc2-96ae-8fbb46d98eba","","","",""
"2026-09-03T13:14:27.403Z","2026-09-03","DEFAULT","TRADING","BUY","PRIVATE_FUND","Private Equity","LU3176111881","0.1368940000","109.5735000000","","","","EUR","","","","BUY LU3176111881","0c648b6b-99c5-4a95-98e5-23080b673232","","","",""
"2026-09-10T15:37:21.385Z","2026-09-10","DEFAULT","TRADING","BUY","PRIVATE_FUND","Private Equity","LU3170240538","0.1371180000","109.3950000000","","","","EUR","","","","BUY LU3170240538","ed283e1e-dd99-44c1-ab9b-3bdb079b1c37","","","",""
